town,score,number_of_posts
"Elmhurst, IL",0.22202739244951714,1139
"Baudette, MN",0.2981333333333333,12
"Georgetown, IL",0.1129578947368421,19
"Sheppard Afb, TX",n/a,0
"Newport, KY",0.24496331923890063,1892
"Springfield, VA",0.13343487544483984,281
"Fairfield, AL",0.27104579945799456,6273
"Salem, AL",0.153771875,160
"Chatom, AL",-0.026666666666666665,3
"Greenbrier, AR",0.1916185520361991,221
"Allentown, PA",0.28232748149629927,25007
"Fayetteville, NC",0.3362375593220339,5900
"Annville, PA",0.25646071428571426,728
"Bloomsburg, PA",0.38381462121212123,2640
"Knox, PA",0.2399077655310621,3992
"Farmington, MN",0.29522926605504585,4360
"Monroeville, PA",0.2333955441928415,2738
"Champion, PA",0.16092352941176472,102
"Cheltenham, PA",0.269775125,1600
"Harding, PA",0.2877216374269006,1368
"Swissvale, PA",0.2624281045751634,306
"Evansville, IN",0.2675628125,320
"Portsmouth, OH",0.27989885057471264,174
"Rural Valley, PA",0.0,12
"Conway, AR",0.2576731619662545,16417
"Blue Springs, MO",0.28214505905217524,6689
"Dundas, MN",0.15391882352941177,85
"Echo, MN",0.2286,2
"Federal Dam, MN",n/a,0
"Hillsboro, IL",0.29501993299832496,1194
"Sugar Land, TX",0.3116717400361061,7201
"Dickson, TN",n/a,0
"Rock Springs, WI",0.0,1
"Bucyrus, OH",n/a,0
"Portsmouth, VA",0.2572695987067326,10516
"Gretna, LA",0.2629339709762533,1516
"Vanderpool, TX",0.0,1
"Hardeeville, SC",0.4506851851851852,54
"Collinsville, IL",0.4615933333333333,30
"Green Sea, SC",0.378409793814433,388
"Boscobel, WI",0.1186904761904762,21
"Middleton, WI",0.35620991827637444,5386
"Avoca, PA",0.13933030303030303,264
"Clearville, PA",0.4487606557377049,610
"Fredericksburg, PA",0.32094850894632204,1006
"San Diego, CA",0.30726596477794793,2612
"Morgantown, PA",0.37923429423459243,1006
"Pennsburg, PA",0.3109661324041812,1435
"Galeton, PA",0.0,6
"Anna, TX",0.22095052631578949,3800
"Saxonburg, PA",0.222589010989011,182
"Murphy, NC",0.3400228260869565,184
"Randolph, KS",0.17932857142857145,7
"Belleville, IL",0.17462777777777777,108
"Axis, AL",0.22421379310344827,58
"Oldsmar, FL",n/a,0
"Old Hickory, TN",0.2974860465116279,387
"Clanton, AL",0.5223986683848797,2328
"Taylor, AL",0.17118157894736843,228
"Sayre, PA",-0.5367,2
"Mount Joy, PA",0.2691450222222222,2250
"Delafield, WI",0.2674704761904762,210
"Inver Grove Heights, MN",0.32173577156268335,5113
"Mantorville, MN",0.3893019230769231,52
"Dellwood, MN",n/a,0
"Hanska, MN",0.0,2
"Van Alstyne, TX",0.23461570444915253,3776
"Troy, KS",0.08259999999999999,8
"Louisa, KY",0.013345833333333335,24
"Abingdon, VA",0.3027327546296296,864
"Sheffield, IA",n/a,0
"Logan, AL",0.2915995744680851,470
"Sylacauga, AL",0.1997921897810219,2740
"Delmont, PA",0.2489303310613437,2054
"Cary, NC",0.2842717948717949,1014
"Watsontown, PA",0.1347209756097561,205
"Brockway, PA",0.254005,40
"Jacobus, PA",0.26687076923076924,260
"Riverview, FL",n/a,0
"Bellevue, KY",0.2217894941634241,257
"Granbury, TX",0.30865112219451374,401
"Bath, NC",0.24942917505030182,497
"Lake Worth, FL",0.159825,88
"Citronelle, AL",0.34063699515347334,619
"Barling, AR",0.2735840909090909,308
"Wellington, AL",0.24266190476190477,21
"Scottsdale, AZ",0.2909175609756097,410
"Chicago, IL",0.19732160540135033,2666
"Hiawassee, GA",0.24233434343434343,198
"Julian, PA",n/a,0
"Marlborough, MA",0.32488386850800643,11803
"Lumberton, NC",0.33171249999999997,32
"Weston, FL",0.33798076923076925,26
"Hampstead, NC",0.20808214285714285,168
"Glencoe, MN",0.3728377358490566,53
"St. Charles, IL",0.4593833333333333,6
"Union City, CA",0.23322461879678402,3607
"Mifflinburg, PA",0.5507764705882353,17
"Foreston, MN",0.23844285714285715,7
"Addis, LA",0.15137911392405062,158
"Murrells Inlet, SC",0.33962064389284835,4069
"Saluda, SC",0.0,5
"Dothan, AL",0.28745592587470614,7231
"Irondale, AL",0.2883385051718385,2997
"Brookwood, AL",0.40854146341463415,41
"San Marcos, CA",0.20389725,1600
"Bloomfield, NY",0.3470854406130268,1044
"Albion, PA",0.12436640625,256
"Ashland, PA",0.21942439024390245,328
"Berwick, PA",0.25705291866028707,1045
"Sterling, PA",0.3039495575221239,226
"Stockdale, PA",n/a,0
"Portland, ME",0.37042428892394474,20919
"Robinson, PA",0.2916734375,256
"Jeannette, PA",0.29169855453350857,3044
"Tamaqua, PA",0.265295223880597,335
"Manito, IL",0.16290181818181818,55
"Woodlawn, TN",n/a,0
"Olney, MD",n/a,0
"Mountain View, CA",0.3145798309178744,2484
"Winnie, TX",0.1454152380952381,420
"Mound CIty, KS",0.2519,5
"Detroit, MI",0.138098347107438,605
"Parkland, FL",0.39004777327935225,247
"West Point, KY",0.20593355704697988,149
"Washington, UT",0.35935707929445415,6293
"Bedford, MA",0.44554102564102566,546
"Homewood, PA",0.4876878205128205,312
"Grand Rapids, MI",0.42780863787375417,602
"Greenville, PA",0.49723123369362654,5366
"Slatington, PA",0.29133648648648647,962
"Rancho Cordova, CA",0.3620557471264368,348
"Venetia, PA",0.25857836456558775,1174
"Carson, CA",0.28129134615384616,104
"Belle Plaine, MN",0.02205588235294117,34
"Somerville, MA",0.3871717568353694,10314
"Glenwood, IL",0.10407657142857143,350
"Glen Dale, WV",n/a,0
"Garden City, UT",n/a,0
"Noblesville, IN",0.45384964285714285,560
"Monessen, PA",0.3005889908256881,327
"Ariton, AL",0.0,1
"South Padre Island, TX",0.22455734265734265,143
"Aldie, VA",0.24038613861386138,808
"Aiken, SC",0.2860180185664282,6571
"Little Mountain, SC",0.2595218446601942,206
"Mount Hope, AL",0.46040000000000003,1
"Mathews, AL",0.25113970588235296,136
"Centerton, Ar",0.09948076923076923,26
"Owasso, OK",0.23142308802308803,1386
"Seymour, TN",0.32633506944444446,1152
"Toledo, OH",0.26891663947797717,613
"Jenkins Township, PA",0.2846982300884956,226
"Hatboro, PA",0.35587549132947977,1730
"Oley, PA",0.24569444444444447,36
"Fogelsville, PA",0.19340000000000002,794
"Mount Oliver, PA",0.19211977401129943,354
"Red Hill, PA",0.3479661870503597,278
"Cocoa Beach, FL",0.653925,20
"La Vernia, TX",n/a,0
"Sulphur Springs, TX",0.2737004237288136,236
"Neeses, SC",-0.235475,4
"Klingerstown, PA",n/a,0
"Golden, CO",0.4893383620689655,1856
"Garfield, AR",0.1801,7
"Holden, MO",0.22339884393063583,173
"Bethel Park, PA",0.27379115776081425,3144
"Danielsville, PA",0.2624385714285714,140
"Oviedo, FL",0.15278225806451615,124
"Glenolden, PA",0.19776847599164926,958
"Clarks Mills, PA",0.0,2
"Carrollton, TX",0.3431327694235589,1596
"Warren, MI",0.32606022670025187,3970
"Laporte, MN",0.3485909090909091,22
"Flemingsburg, KY",0.03349166666666666,12
"Starlight, PA",n/a,0
"Williamsport, PA",0.27268913308913306,1638
"Duncan, SC",0.33801407837445574,689
"Miami Gardens, FL",0.14326470588235293,102
"Brimfield, MA",0.2926279569892473,186
"Charlotte, NC",0.2975810254443166,7821
"Ramey, PA",n/a,0
"New Oxford, PA",0.30691689879294337,2154
"Orbisonia, PA",n/a,0
"Hutchins, TX",1.3788,4
"Los Altos, CA",0.3709817934782609,736
"Fairbury, IL",0.33401315789473685,608
"Lake Butler, FL",n/a,0
"Ellenwood, GA",0.8591308411214953,107
"Stafford, TX",0.2089,247
"East Hartford, CT",0.32039071518193224,2391
"Akeley, MN",0.14683000000000002,10
"Russell, KY",0.24077205882352942,68
"Oakley, CA",0.44224411764705884,34
"Cottondale, AL",0.32042183770883054,838
"Barnesville, PA",0.3661022988505747,174
"American Canyon, CA",0.5910054298642534,1105
"Lyndora, PA",0.2766156862745098,102
"Cabot, PA",0.1932542372881356,236
"Lakeland, FL",0.2330290909090909,110
"Finleyville, PA",0.356581718061674,908
"Hamlin, PA",0.16133750000000002,16
"Homer Glen, IL",0.24035501453488373,2752
"Kenilworth, IL",0.26757543859649124,57
"Papillion, NE",0.42998125,64
"Montclair, NJ",0.36923189552829444,2527
"Syracuse, MO",n/a,0
"Springtown, TX",0.24399860473330978,11324
"Spicewood, TX",0.17033757961783438,628
"Clackamas, OR",0.36788928571428575,28
"San Benito, TX",0.19632258064516128,31
"Hampton, SC",0.07786666666666667,9
"Holly Pond, AL",0.22677727272727274,66
"Blytheville, AR",0.38181733333333334,300
"Aston, PA",0.2644411940298507,670
"Beech Creek, PA",-0.08333333333333333,18
"Marion Center, PA",0.0,4
"Tobyhanna, PA",0.24565664,1250
"Wescosville, PA",0.16617500000000002,120
"Calhoun, GA",0.31483022222222223,225
"Hookstown, PA",n/a,0
"Leechburg, PA",0.3530872641509434,848
"Colton, OR",0.08691641791044775,67
"Glenview, IL",0.23563978444236175,2134
"Spring, TX",0.31936447400959495,20219
"Prospect, KY",0.37667036946115134,8147
"Austin, KY",0.14275,4
"Dunmor, KY",0.4646103896103896,77
"Salvisa, KY",0.12977142857142857,28
"Pelham, NC",-0.04792222222222222,9
"Melissa, TX",0.4603532731376975,1329
"Gloucester City, NJ",0.4148595744680851,47
"Edgefield, SC",0.13673,50
"Mason, TN",n/a,0
"Madison, AL",0.3019318994683422,16553
"Russellville, AL",0.15391363636363636,44
"Crystal City, MO",0.26568979591836733,147
"Montoursville, PA",0.25108972789115647,2940
"Cambridge Springs, PA",0.11545869565217393,92
"Galion, OH",0.22463018867924528,106
"Feasterville Trevose, PA",0.22227891061452515,1432
"Morgan Hill, CA",0.40792827102803736,428
"Hughestown, PA",0.13935,8
"Smithton, PA",0.6989,4
"Riverview, MI",0.3231532637075718,1915
"Elk River, MN",0.2946426409903714,1454
"Hamburg, MN",0.04168611111111111,36
"Hugo, MN",0.2535348607888631,1724
"Sumner, TX",0.182244,300
"Newton, KS",0.2512909221902017,694
"Midland, PA",0.2175634974533107,589
"Ogilvie, MN",0.0,9
"St. Louis, MO",0.1677384885764499,569
"Coaling, AL",0.2834153846153846,65
"Washington, DC",0.2610107996198448,224158
"Pineville, SC",0.10085,52
"Valley, AL",0.27415114638447974,567
"West Sacramento, CA",0.224043321299639,15512
"Telluride, CO",0.17317142857142856,168
"Loysburg, PA",n/a,0
"Boiling Springs, PA",0.23733875236294896,1058
"Byrnedale, PA",0.0,2
"Farrell, PA",0.20111296296296297,108
"Brooklyn, NY",0.20523385497667185,10288
"Linfield, PA",n/a,0
"Hockessin, DE",0.6494293103448275,232
"Telford, PA",0.11684170403587445,446
"Dawson, MN",-0.023489583333333335,48
"Marion, VA",0.16350403587443946,223
"Skokie, IL",0.3830199513381995,1233
"Bardstown, KY",0.2611458129683936,3069
"Green Bay, WI",0.13911891891891892,111
"Columbia, KY",0.17947000000000002,70
"South Dartmouth, MA",0.37584839146630544,2953
"Hayden, AL",0.3185398496240602,399
"Victoria, MN",0.29217786790266514,863
"Bangor, PA",0.2637875559534467,2234
"Fishers, IN",0.36682975270479135,1294
"Morton, PA",0.2857005586592179,716
"Orwigsburg, PA",0.24443962264150945,106
"Royersford, PA",0.2857224137931034,3596
"New Ringgold, PA",0.39933704545454546,880
"Bemidji, MN",0.23581957186544342,981
"Dalton, MN",0.591372131147541,122
"Rockwall, TX",0.27159845692241746,2333
"Flossmoor, IL",0.24279184290030212,662
"Ironton, MN",0.2614030612244898,98
"Shepherd, TX",0.15393320158102766,506
"Selma, TX",0.4160968085106383,188
"Grandville, MI",0.37553447684391084,583
"Greenville, KY",0.23148333333333335,354
"Burlington, KY",0.27568440177252584,3385
"Braham, MN",0.2570625,40
"Wathena, KS",0.07869459459459459,74
"Ball, LA",0.2050977011494253,87
"Mountville, SC",n/a,0
"Henagar, AL",0.144816,25
"Cropwell, AL",0.13497756147540985,1952
"Warrior, AL",0.31266116910229647,958
"Caddo Valley, AR",-0.14684166666666665,12
"Fort Worth, TX",0.20847237237237237,11988
"Foxburg, PA",n/a,0
"South Williamsport, PA",0.29811272727272725,220
"Chesterbrook, PA",0.4850764397905759,382
"Effort, PA",0.3012620867325032,9316
"Broad Top, PA",0.10115,8
"Paradise, PA",0.40792827102803736,856
"South Glastonbury, CT",0.3227926605504587,109
"Deland, FL",0.42164814814814816,81
"Williamsburg, MI",0.26397445414847165,458
"Ballston Spa, NY",0.25658020196273645,7031
"Springfield, MA",0.29935514941302027,3748
"Waskom, TX",0.1701225,160
"Seminole, TX",0.33098,30
"Prairie Village, KS",0.3107996450996451,3663
"Worcester, MA",0.24387531882970742,1333
"Highland Heights, KY",0.24601460151250729,5157
"Ruidoso, NM",0.5550909090909091,44
"Mapleville, RI",0.24327333333333334,15
"St. Joseph, MO",0.13034339622641508,53
"Rineyville, KY",0.34296973684210524,152
"Tollesboro, KY",0.0,2
"Lake Oswego, OR",0.25123587548252996,20206
"Essex, MD",0.26843155339805824,824
"Shermans Dale, PA",0.1166305785123967,242
"California, PA",0.24367713004484307,446
"Denville, NJ",0.31051239744758435,1097
"Orrtanna, PA",0.33282828685258964,502
"Cottage Grove, MN",0.2749138486312399,3106
"Dewitt, MI",n/a,0
"Covington, LA",0.29888647068377455,12314
"Hayfield, MN",0.1123909090909091,22
"Wellington, FL",0.3783971545591722,4639
"Rockford, IL",0.130812,50
"Stockdale, TX",n/a,0
"Traverse City, MI",0.3220108843537415,588
"Louisville, CO",0.34676153846153845,26
"Stonewall, TX",0.2298304,250
"Amarillo, TX",0.4195697473404255,4512
"Pretty Prairie, KS",0.32064,5
"New London, MN",0.3977880952380952,630
"Plato, MN",0.44105000000000005,2
"Scott, AR",0.26836764705882354,34
"Horn Lake, MS",0.06421444444444445,180
"Newburgh, IN",0.36259324324324327,74
"Batesville, AR",0.23528187627069416,3443
"Faucett, MO",0.0,1
"Clinton, PA",0.29179203778677465,1482
"Boalsburg, PA",0.35847731958762885,194
"Pleasant Mount, PA",0.47997570694087405,1556
"Crosby, MN",0.2968204545454546,44
"Minneapolis, MN",0.2923385696821516,29454
"Mapleton, UT",0.2832854166666667,96
"Morganfield, KY",0.0,10
"Murray, UT",0.4665607142857143,56
"Holbrook, MA",0.3478148813341886,1559
"Arley, AL",0.17015,12
"Montrose, MN",0.21887869918699188,615
"Greenville, SC",0.30366715331871824,21439
"Spanish Fork, UT",0.3140806878306878,378
"Picayune, MS",n/a,0
"Ridgeland, SC",0.23784105263157895,95
"Glendora, NJ",0.3109891625615764,812
"Cullman, AL",0.3050860597439545,4921
"Wolf Creek, OR",0.2529619047619048,294
"White Plains, NY",0.24563168934240362,3528
"Aspers, PA",0.12578217054263566,258
"Bally, PA",0.17498181818181818,88
"Grantville, PA",0.32687795275590553,508
"Poway, CA",0.3895509838998211,2795
"Freedom, PA",0.3104852380952381,420
"Parkesburg, PA",0.2562380217785844,1102
"Sandy Lake, PA",0.23064310344827588,116
"Wayland, MI",0.25948596673596674,962
"Genoa, IL",0.2967,52
"Rockford, MI",0.5486769230769231,52
"Fountain, MN",0.18153885209713025,453
"Southbury, CT",0.14703977272727273,264
"Oshkosh, WI",0.25102407132243687,2692
"Longmont, CO",0.4461932057158264,3714
"South Hutchinson, KS",0.10870508474576271,59
"Barrington, RI",0.28849706744868037,1364
"Salley, SC",-0.0008333333333333334,12
"El Paso, AR",n/a,0
"Cave City, AR",0.328175,4
"Franklinton, NC",0.2242544891640867,1292
"Breezewood, PA",0.32345248226950357,282
"Ephrata, PA",0.3392464140730717,4434
"Delano, PA",0.24739021956087826,1002
"Isle, MN",0.1027,9
"New Harmony, UT",n/a,0
"Glencoe, KY",0.40672631578947366,323
"Hopkinton, RI",0.13750416666666668,24
"Somerset, MA",0.4083406988694758,973
"Yatesville, PA",0.3966967741935484,31
"Zionsville, PA",0.1974891304347826,46
"Ponsford, MN",-0.0014196721311475432,61
"Enterprise, AL",0.32793026698387523,11349
"Edgewood, NM",0.30265166666666665,60
"Asherton, TX",n/a,0
"Brutus, MI",0.2064375,8
"New Smyrna Beach, FL",-0.06636428571428572,14
"Chancellor, AL",0.0,1
"Castle Rock, CO",0.49152856099342584,2738
"Mequon, WI",0.36666497493734335,3192
"Blawnox, PA",0.2547775,400
"Cypress, TX",0.4906881533101045,574
"Waveland, MS",0.5974048387096774,248
"Murrysville, PA",0.19202119341563786,1458
"Lynchburg, VA",0.28920625818277035,7638
"Pottstown, PA",0.2565869182389937,2385
"Scotrun, PA",0.1526122807017544,114
"San Pedro, CA",0.3951235294117647,323
"Brockport, PA",0.0,4
"York Haven, PA",0.26030345080763584,1362
"Lakefield, MN",0.08488780487804878,41
"Chelmsford, MA",0.2974349814585909,809
"Gaylord, MN",0.0,3
"Forest Park, IL",0.12176453900709219,423
"Bedford, KY",0.5022578947368421,19
"Perryville, KY",0.31845,2
"Maple Hill, KS",0.09883750000000001,8
"Central Falls, RI",0.15822467256637168,2825
"Wausau, WI",0.21476326530612244,98
"Honea Path, SC",0.2296125944584383,397
"Carver, MA",0.38945232974910393,558
"Middleburg, FL",0.2999351851851852,432
"Beaver Springs, PA",0.33872857142857143,14
"Mc Lean, VA",0.48399615384615385,4030
"Montgomery, TX",0.15697253886010362,193
"Towanda, PA",0.24766091370558377,394
"Westtown, NY",0.30329881422924904,506
"Bulger, PA",0.38566486486486484,222
"Lodi, CA",0.1672191489361702,94
"New Milford, PA",0.3071933333333333,15
"Culver, IN",0.0,2
"Highland, IL",0.23018562801932368,828
"Huntington Woods, MI",0.3194968944099379,322
"Seneca, SC",0.325715518148343,3802
"Tarpley, TX",n/a,0
"Timpson, TX",n/a,0
"Winters, TX",n/a,0
"Gracey, KY",0.00863333333333333,3
"Rose Hill, KS",0.29786430995475116,1768
"Kingston, RI",0.3958625,8
"Saint George, UT",0.31360939183987685,1299
"Lowndesboro, AL",0.0,2
"Coker, AL",0.15208,145
"Eight Mile, AL",0.24767040998217468,1683
"Hoover, AL",0.2701496963705691,7081
"Jersey Shore, PA",0.21069732142857142,224
"Girard, PA",0.30033969404186794,2484
"West Mifflin, PA",0.20147699784017278,1852
"Braddock, PA",0.2186545205479452,730
"Cogan Station, PA",0.3723317535545024,844
"Kennett Square, PA",0.29415264203416763,2517
"Van Buren Township, MI",-0.06471212121212125,33
"Houston, MN",0.0,6
"Aberdeen, NC",0.17923076923076925,13
"Weed, CA",n/a,0
"Sunnyvale, TX",0.2559098790322581,992
"San Jacinto, CA",0.02159130434782608,46
"Warriors Mark, PA",0.2986778649921507,1274
"Klamath Falls, OR",0.15625847953216374,342
"Irvona, PA",n/a,0
"Little Canada, MN",0.4093227642276423,123
"Mayer, MN",0.33168214285714287,140
"Overland Park, KS",0.3093201863634993,33169
"Del Valle, TX",0.08882113821138211,123
"Hyannis, MA",0.09643837535014006,1071
"York Springs, PA",0.1889763358778626,131
"Frederick, MD",n/a,0
"Snohomish, WA",0.44276712328767126,73
"Shoal Creek, AL",0.4874974193548387,155
"Wilmer, AL",0.2219714219330855,2152
"Courtland, AL",0.295074,250
"Thomasville, AL",0.24115441176470587,68
"Castro Valley, CA",0.36901676265303784,26221
"Plymouth, WA",0.060780434782608694,92
"Portage, PA",0.31318892548373817,4858
"Rimersburg, PA",0.0,2
"Nescopeck, PA",0.17883125,160
"Aumsville, OR",0.2430642857142857,56
"Newark, OH",0.17463103448275863,58
"Shamokin Dam, PA",0.47249714285714284,210
"Woodland, MI",0.26516666666666666,3
"Cass Lake, MN",0.2967,3
"Duluth, MN",0.28828016735356565,8007
"Freeburg, IL",0.36631286549707603,171
"Charlestown, MA",0.15420459183673468,784
"Marshall, MN",0.047309027777777776,144
"Pawtucket, RI",0.28656468453940737,4961
"Centerville, UT",0.2528931500241196,4146
"Ysleta Del Sur Pueblo, TX",n/a,0
"Fort Thomas, KY",0.27459928315412185,279
"Andrews, TX",0.2336109243697479,238
"Turners Station, KY",0.7557400000000001,5
"Rome, GA",0.30334835680751177,2130
"Theodore, AL",0.2855585657370518,3766
"Lexington, AL",0.13407714285714287,35
"Pittsburgh, PA",0.29451546218487396,116636
"Alexandria, VA",0.2981121227747084,40725
"Resaca, GA",0.1564702380952381,672
"Richland, PA",0.27763059125964007,1556
"Hastings, PA",0.24123666666666665,120
"Industry, PA",0.2068909090909091,220
"Nanticoke, PA",0.2858312039312039,407
"Marienville, PA",0.4404,2
